incident_datetime,latitude,longitude,endlatitude,endlongitude,event_type,event_cause,veh_type,closure,closure_probability,impact_score,impact_class,corridor,zone,police_station,priority,authenticated,hour,dayofweek,month,is_weekend,is_peak_hour,requires_road_closure,response_priority,diversion_strategy,eta_target
2024-01-30 05:21:06.975000+00:00,12.94457,77.5274017,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.0694746263909158,40.67504852788219,Low,orr west 1,west zone 2,byatarayanapura,High,1,5.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 18:00:05.020000+00:00,12.9995223,77.6827499,0.0,0.0,unplanned,water_logging,Unknown,0,0.07753602098168638,45.3657074758749,Medium,orr east 2,east zone 1,mahadevapura,High,1,18.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2023-12-26 19:15:28.124000+00:00,13.0418933,77.594705,0.0,0.0,unplanned,others,Unknown,0,0.16301816987171458,35.463675196702724,Low,orr north 1,north zone 1,hebbala,High,1,19.0,1.0,12.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:26:15.604000+00:00,12.975285,77.6256902,0.0,0.0,unplanned,pot_holes,Unknown,0,0.03118317126214865,35.97324239776616,Low,old madras road,central zone 1,halasur,High,1,19.0,3.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:10:21.930000+00:00,13.0633917,77.5933483,0.0,0.0,unplanned,others,Unknown,0,0.1723719088952228,34.91142713868205,Low,bellary road 2,north zone 1,kodigehalli,High,1,19.0,3.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:11:15.565000+00:00,13.063425,77.5933,0.0,0.0,unplanned,others,Unknown,0,0.1723719088952228,34.91142713868205,Low,bellary road 2,north zone 1,kodigehalli,High,1,19.0,3.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:18:29.890000+00:00,13.0254527,77.6417388,0.0,0.0,unplanned,others,Unknown,0,0.11363134749188837,35.483618216645745,Low,orr north 1,north zone 1,hennuru,High,1,19.0,3.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:39:29.764000+00:00,12.9233517,77.5904883,0.0,0.0,unplanned,tree_fall,Unknown,0,0.6733746012302011,69.3660579064368,High,non-corridor,south zone 1,jayanagara,Low,1,19.0,3.0,3.0,0,1,False,Immediate,Partial Diversion Recommended,5 mins
2024-01-30 04:49:17.231000+00:00,13.0001393,77.5840594,0.0,0.0,unplanned,vehicle_breakdown,ksrtc_bus,0,0.013698212248894753,41.22570397741707,Low,bellary road 1,west zone 2,sadashivanagar,High,1,4.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:25:04.302000+00:00,12.9071221,77.6286395,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.032028651070790524,42.77589333502025,Medium,hosur road,south zone 2,madiwala,High,0,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-07 19:45:16.034000+00:00,12.927375,77.5806883,12.9273528,77.580685,unplanned,tree_fall,Unknown,1,0.6329440061478907,71.1660579064368,High,non-corridor,south zone 1,jayanagara,Low,1,19.0,3.0,3.0,0,1,True,Immediate,Partial Diversion Recommended,5 mins
2024-01-05 22:35:41.185000+00:00,12.9169074,77.5950955,0.0,0.0,unplanned,pot_holes,Unknown,0,0.015811327508120497,35.01605790643681,Low,non-corridor,south zone 1,jayanagara,Low,1,22.0,4.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 08:32:47.117000+00:00,12.9667047,77.6615983,0.0,0.0,unplanned,pot_holes,Unknown,0,0.010536018093205273,36.90693208277444,Low,non-corridor,central zone 1,jeevanbheemanagar,Low,1,8.0,1.0,1.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 19:55:24.461000+00:00,12.8966387,77.7202071,0.0,0.0,unplanned,water_logging,Unknown,0,0.04385871784307974,46.198337912959126,Medium,non-corridor,east zone 1,whitefield,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-07 06:09:19.361000+00:00,12.9463911,77.597326,12.9465181,77.5973857,unplanned,tree_fall,Unknown,1,0.9368322694324281,70.3208369047333,High,non-corridor,central zone 2,wilson garden,Low,0,6.0,3.0,3.0,0,0,True,Immediate,Full Diversion Required,5 mins
2024-01-30 08:35:04.399000+00:00,12.9856042,77.5977438,0.0,0.0,unplanned,pot_holes,Unknown,0,0.22178845919649848,46.09127348514563,Medium,cbd 2,central zone 2,shivajinagar,High,1,8.0,1.0,1.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-01-30 08:12:47.138000+00:00,12.9077383,77.6005709,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.2769088781352254,52.34063339260938,Medium,bannerghata road,south zone 2,mico layout,High,1,8.0,1.0,1.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-01-30 08:25:57.212000+00:00,12.9635109,77.6642122,0.0,0.0,unplanned,pot_holes,Unknown,0,0.2253035589441591,45.415049885803576,Medium,old airport road,east zone 1,hal old airport,Low,1,8.0,1.0,1.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-01-30 08:31:37.367000+00:00,12.9667073,77.6615616,0.0,0.0,unplanned,pot_holes,Unknown,0,0.010536018093205273,36.90693208277444,Low,non-corridor,central zone 1,jeevanbheemanagar,Low,1,8.0,1.0,1.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 08:33:55.212000+00:00,12.9666867,77.6616478,0.0,0.0,unplanned,pot_holes,Unknown,0,0.010536018093205273,36.90693208277444,Low,non-corridor,central zone 1,jeevanbheemanagar,Low,1,8.0,1.0,1.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 08:08:05.581000+00:00,12.907814,77.6006561,12.9075245,77.6003865,unplanned,vehicle_breakdown,bmtc_bus,1,0.2769088781352254,54.140633392609374,Medium,bannerghata road,south zone 2,mico layout,High,1,8.0,1.0,1.0,0,1,True,High,Traffic Monitoring Only,15 mins
2024-01-30 05:43:18.534000+00:00,12.8955737,77.5993711,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.047860937268033824,41.1288425138552,Low,bannerghata road,south zone 2,j.p. nagar,High,1,5.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:06:03.523000+00:00,12.92757,77.5832051,0.0,0.0,unplanned,tree_fall,Unknown,0,0.6172792330586113,66.8660579064368,High,non-corridor,south zone 1,jayanagara,Low,1,20.0,3.0,3.0,0,0,False,Immediate,Partial Diversion Recommended,5 mins
2024-01-30 05:38:15.485000+00:00,13.044697,77.5828546,0.0,0.0,unplanned,congestion,Unknown,0,0.013692654813035415,42.270336362282784,Low,orr north 2,north zone 1,kodigehalli,High,0,5.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 08:35:57.672000+00:00,12.9666885,77.6616396,0.0,0.0,unplanned,pot_holes,Unknown,0,0.010536018093205273,36.90693208277444,Low,non-corridor,central zone 1,jeevanbheemanagar,Low,1,8.0,1.0,1.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:17:50.952000+00:00,12.9789228,77.5644032,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.02575611932035428,40.662055677535704,Low,magadi road,central zone 2,magadi road,High,1,20.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 03:52:59.126038+00:00,12.8636494,77.6725849,12.8636494,77.6725849,unplanned,accident,Unknown,0,0.01510728269273031,47.2657887990204,Medium,non-corridor,south zone 2,electronic city,Low,1,3.0,1.0,1.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-01-30 15:15:10.139000+00:00,12.9219483,77.6002467,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.06530960482095519,40.240633392609375,Low,bannerghata road,south zone 2,mico layout,High,1,15.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 08:37:16.322000+00:00,12.9666597,77.661556,0.0,0.0,unplanned,pot_holes,Unknown,0,0.010536018093205273,36.90693208277444,Low,non-corridor,central zone 1,jeevanbheemanagar,Low,1,8.0,1.0,1.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 11:31:12.848000+00:00,12.946469,77.6986754,0.0,0.0,planned,construction,Unknown,0,0.8177199019827972,56.6595402439303,High,orr east 1,east zone 1,hal old airport,High,0,11.0,1.0,1.0,0,0,False,Immediate,Full Diversion Required,5 mins
2024-03-07 20:20:31.140000+00:00,12.9936273,77.5844677,12.9934867,77.584375,unplanned,others,Unknown,1,0.1950651953465587,34.84742014695839,Low,bellary road 1,central zone 2,high ground,High,1,20.0,3.0,3.0,0,0,True,Normal,Traffic Monitoring Only,30 mins
2024-01-30 20:38:19.329000+00:00,12.9465079,77.6986339,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.13795006595467707,40.3095402439303,Low,orr east 1,east zone 1,hal old airport,High,1,20.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 18:29:50.857000+00:00,13.0467058,77.5036495,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.02599915576297764,43.177388728485354,Medium,non-corridor,north zone 2,chikkabanavara,Low,1,18.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2023-12-28 06:06:26.375000+00:00,13.0166142,77.5054464,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.16587088357854315,41.581095942709275,Low,non-corridor,west zone 1,peenya,Low,0,6.0,3.0,12.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 21:21:10.303000+00:00,13.0085677,77.6131497,13.0085507,77.6131283,planned,construction,Unknown,1,0.9653534122909456,61.4043421611018,High,non-corridor,north zone 1,k.g. halli,Low,1,21.0,1.0,1.0,0,0,True,Immediate,Full Diversion Required,5 mins
2024-01-30 19:33:25.417000+00:00,13.0309717,77.5364661,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.043625882351325876,42.49589798825103,Low,tumkur road,west zone 1,yeshwanthpura,High,1,19.0,1.0,1.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:27:15.443000+00:00,13.0262806,77.5442344,0.0,0.0,unplanned,others,Unknown,0,0.01863134227765545,31.995897988251038,Low,tumkur road,west zone 1,yeshwanthpura,High,1,20.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:41:41.999000+00:00,12.9938639,77.5844374,0.0,0.0,unplanned,tree_fall,Unknown,0,0.2973117491161039,50.64742014695839,Medium,bellary road 1,central zone 2,high ground,High,1,20.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-01-30 21:27:52.454000+00:00,12.9188682,77.6687736,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.07662685766848225,41.20503533759667,Low,orr east 1,east zone 1,bellandur,High,1,21.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 20:46:34.356000+00:00,12.9546127,77.6423399,0.0,0.0,unplanned,congestion,Unknown,0,0.018055633285764202,41.96568918358889,Low,irr(thanisandra road),central zone 1,jeevanbheemanagar,High,0,20.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 21:13:55.445000+00:00,12.936133,77.5187044,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.006472011511566855,41.46559786613809,Low,mysore road,west zone 2,byatarayanapura,High,1,21.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 20:56:01.732000+00:00,12.9694079,77.7006346,0.0,0.0,planned,construction,Unknown,0,0.04805526017841289,30.562317645366427,Low,orr east 2,east zone 1,hal old airport,High,1,20.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 21:47:40.463000+00:00,12.9849833,77.5883633,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.00899946062808204,41.79742014695839,Low,bellary road 1,central zone 2,high ground,High,1,21.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:42:57.607000+00:00,13.0127301,77.5545135,0.0,0.0,unplanned,vehicle_breakdown,truck,0,0.022210192838663684,40.72714931221437,Low,west of chord road,west zone 2,malleshwaram,High,1,20.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 21:54:56.083000+00:00,12.9842019,77.7336286,0.0,0.0,unplanned,road_conditions,Unknown,0,0.3151349072535845,45.04833791295913,Medium,non-corridor,east zone 1,whitefield,Low,1,21.0,1.0,1.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-01-30 19:36:33.702000+00:00,13.2644465,77.7187627,13.2645358,77.7187849,unplanned,vehicle_breakdown,heavy_vehicle,1,0.6465944023547545,70.59234599344262,High,non-corridor,north zone 2,devanahalli airport,Low,1,19.0,1.0,1.0,0,1,True,Immediate,Partial Diversion Recommended,5 mins
2024-01-30 22:06:02.276000+00:00,12.9848257,77.7527586,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.044994945314543185,41.52459489619935,Low,non-corridor,east zone 1,mahadevapura,Low,1,22.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:51:39.532000+00:00,12.9932986,77.5837571,0.0,0.0,unplanned,tree_fall,Unknown,0,0.25917150520045146,50.64742014695839,Medium,bellary road 1,central zone 2,high ground,High,1,20.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-07 20:47:40.640000+00:00,12.9937523,77.5842482,0.0,0.0,unplanned,tree_fall,Unknown,0,0.2865776260004987,50.64742014695839,Medium,bellary road 1,central zone 2,high ground,High,1,20.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-07 20:45:19.752000+00:00,12.9938868,77.5841876,0.0,0.0,unplanned,tree_fall,Unknown,0,0.2865776260004987,50.64742014695839,Medium,bellary road 1,central zone 2,high ground,High,1,20.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-01-30 23:05:02.339000+00:00,12.9368467,77.6928653,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.04678678970919809,41.0595402439303,Low,orr east 1,east zone 1,hal old airport,High,1,23.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:53:37.293000+00:00,13.0126766,77.5581246,13.0126089,77.5582882,unplanned,tree_fall,Unknown,1,0.9398135543028561,68.61857580993114,High,non-corridor,west zone 2,malleshwaram,Low,1,20.0,3.0,3.0,0,0,True,Immediate,Full Diversion Required,5 mins
2024-01-30 23:12:23.123000+00:00,12.9513113,77.4994888,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.022285175118461422,41.733295959863405,Low,non-corridor,west zone 1,jnanabharathi,Low,1,23.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 21:21:57.881000+00:00,13.0160964,77.5068555,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.05073172644564176,41.581095942709275,Low,non-corridor,west zone 1,peenya,Low,1,21.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 21:05:54.697000+00:00,12.9807501,77.6028238,0.0,0.0,unplanned,pot_holes,Unknown,0,0.1991075270666649,34.84127348514562,Low,cbd 1,central zone 2,shivajinagar,High,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 20:58:06.297000+00:00,12.9165983,77.583705,0.0,0.0,unplanned,tree_fall,Unknown,0,0.45240708434534477,58.76320282194762,High,non-corridor,south zone 2,j.p. nagar,Low,1,20.0,3.0,3.0,0,0,False,Immediate,Partial Diversion Recommended,5 mins
2024-01-31 01:04:36.275000+00:00,13.0198619,77.6562235,0.0,0.0,unplanned,pot_holes,Unknown,0,0.024765735410826377,34.733618216645745,Low,orr north 1,north zone 1,hennuru,High,1,1.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 01:01:36.195000+00:00,13.0191848,77.6555127,0.0,0.0,unplanned,pot_holes,Unknown,0,0.02300205148342359,34.733618216645745,Low,orr north 1,north zone 1,hennuru,High,1,1.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 00:33:27.663000+00:00,12.9740913,77.5452252,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.0041425943250972186,41.371736828582776,Low,west of chord road,west zone 2,vijayanagara,High,0,0.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 00:36:02.277000+00:00,12.9740971,77.5449011,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.005774867277718004,41.371736828582776,Low,west of chord road,west zone 2,vijayanagara,High,1,0.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 01:24:44.373000+00:00,12.9688926,77.569795,0.0,0.0,unplanned,vehicle_breakdown,auto,0,0.19696585524897692,42.614453926009894,Low,non-corridor,central zone 2,chamarajpet,Low,0,1.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 23:46:07.351000+00:00,12.9838737,77.5286068,0.0,0.0,unplanned,pot_holes,Unknown,0,0.002130952266377897,34.06004094517902,Low,magadi road,west zone 1,kamakshipalya,High,1,23.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 23:23:41.783000+00:00,12.9595586,77.5162093,0.0,0.0,unplanned,others,Unknown,0,0.004746044258163364,33.56714748286989,Low,non-corridor,west zone 2,byatarayanapura,Low,1,23.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 22:39:37.276000+00:00,12.9511354,77.5739687,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.01274679319455269,42.28840447230086,Low,non-corridor,central zone 2,v.v.puram (c.pet),Low,1,22.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 23:11:03.886000+00:00,13.0192138,77.5395595,0.0,0.0,unplanned,vehicle_breakdown,others,0,0.016163002698650408,41.78620720069562,Low,non-corridor,west zone 1,rajajinagar,Low,1,23.0,1.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 21:11:51.734000+00:00,12.9161187,77.5856548,0.0,0.0,unplanned,pot_holes,Unknown,0,0.04551404755518423,34.91320282194763,Low,non-corridor,south zone 2,j.p. nagar,Low,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-30 23:18:30.880000+00:00,12.9284355,77.6811918,12.9284472,77.6814506,unplanned,vehicle_breakdown,bmtc_bus,1,0.1236205030754876,43.00503533759667,Medium,orr east 1,east zone 1,bellandur,High,1,23.0,1.0,1.0,0,0,True,High,Traffic Monitoring Only,15 mins
2024-03-07 19:23:40.435000+00:00,13.0753282,77.4370383,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.26126181090185824,53.048338408318855,Medium,non-corridor,west zone 1,no police station,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-07 19:23:25.400000+00:00,13.2673624,77.7195893,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.04668372051416901,43.192345993442615,Medium,non-corridor,north zone 2,devanahalli airport,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-07 21:25:26.425000+00:00,12.9449039,77.4949618,0.0,0.0,unplanned,others,Unknown,0,0.1604600351852508,33.73329595986342,Low,non-corridor,west zone 1,jnanabharathi,Low,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 21:17:00.312000+00:00,12.9873133,77.6163481,0.0,0.0,unplanned,tree_fall,Unknown,0,0.9562879968753303,68.32173346544963,High,non-corridor,north zone 1,pulikeshinagar(f.town),Low,0,21.0,3.0,3.0,0,0,False,Immediate,Full Diversion Required,5 mins
2024-03-07 21:23:16.629000+00:00,12.969418,77.7006526,0.0,0.0,planned,construction,Unknown,0,0.008191461068602524,31.312317645366427,Low,orr east 2,east zone 1,hal old airport,High,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 21:14:45.233000+00:00,12.9613232,77.5644194,12.9615988,77.5643335,unplanned,others,Unknown,1,0.4192867297887894,53.91290430927809,Medium,mysore road,central zone 2,chamarajpet,High,1,21.0,3.0,3.0,0,0,True,High,Partial Diversion Recommended,15 mins
2024-03-07 21:28:44.841000+00:00,12.959419,77.5165897,0.0,0.0,unplanned,others,Unknown,0,0.03623912051654582,33.56714748286989,Low,non-corridor,west zone 2,byatarayanapura,Low,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 21:25:14.206000+00:00,12.9431035,77.6220445,0.0,0.0,unplanned,pot_holes,Unknown,0,0.05848058349233226,34.93390174667881,Low,non-corridor,south zone 2,adugodi,Low,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 02:47:16.032000+00:00,12.8482637,77.6713737,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.020797784303454574,41.4657887990204,Low,non-corridor,south zone 2,electronic city,Low,1,2.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 05:03:24.794000+00:00,12.96672,77.6093294,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.285661740989924,51.66438246604264,Medium,mysore road,central zone 1,ashok nagar,High,1,5.0,2.0,1.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-07 21:35:50.715000+00:00,13.0253205,77.6400845,0.0,0.0,unplanned,vehicle_breakdown,private_bus,0,0.16676188282093513,41.810258996551056,Low,orr north 1,central zone 1,banaswadi,High,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 02:08:55.286000+00:00,12.8561783,77.6645205,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.021928065878703867,41.4657887990204,Low,non-corridor,south zone 2,electronic city,Low,1,2.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 03:04:31.974000+00:00,12.9641056,77.5825203,0.0,0.0,unplanned,water_logging,Unknown,0,0.6632454211797403,71.26690633562053,High,mysore road,central zone 2,halasuru gate,High,1,3.0,2.0,1.0,0,0,False,Immediate,Partial Diversion Recommended,5 mins
2024-01-31 01:22:31.388000+00:00,12.974757,77.5657216,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.017960211648784082,41.412055677535704,Low,magadi road,central zone 2,magadi road,High,1,1.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 01:45:45.370000+00:00,12.9640011,77.5836093,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.28747774027279,52.26690633562055,Medium,mysore road,central zone 2,halasuru gate,High,1,1.0,2.0,1.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-01-31 04:21:01.833000+00:00,12.9480512,77.5343585,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.030924686586097053,41.46559786613809,Low,mysore road,west zone 2,byatarayanapura,High,1,4.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-31 03:31:13.977000+00:00,12.9245654,77.6739287,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.02824216222661391,41.20503533759667,Low,orr east 1,east zone 1,bellandur,High,1,3.0,2.0,1.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-07 21:47:02.800000+00:00,13.0078566,77.5920655,0.0,0.0,unplanned,tree_fall,Unknown,0,0.505963292842002,59.575901548998175,High,non-corridor,north zone 2,r.t. nagar,Low,0,21.0,3.0,3.0,0,0,False,Immediate,Partial Diversion Recommended,5 mins
2024-03-07 21:49:19.785000+00:00,13.0035862,77.5721203,13.0034611,77.572063,unplanned,tree_fall,Unknown,1,0.9398135954168709,69.36857580993114,High,non-corridor,west zone 2,malleshwaram,Low,1,21.0,3.0,3.0,0,0,True,Immediate,Full Diversion Required,5 mins
2024-03-07 21:59:21.123000+00:00,12.9854129,77.5941024,0.0,0.0,unplanned,others,Unknown,0,0.050020244201010686,33.79409348955188,Low,cbd 2,central zone 2,cubbon park,High,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
